"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSPFOG00000013549",2716.37599143668,0.200651278297203,0.0499815002151614,4.01451091770826,5.95691865323196e-05,0.00633552311024669
"ENSPFOG00000009929",3133.25107731357,-1.08307216381374,0.312536549698595,-3.46542561136684,0.000529392957397069,0.0240861925818416
"ENSPFOG00000011941",105.317329279093,-0.97533591305758,0.276368602048046,-3.52911259032247,0.000416955696197961,0.0211445186089498
"ENSPFOG00000015023",2097.00815476645,-1.07948867008051,0.337651443029705,-3.19705036766435,0.00138840680746237,0.0421129311465268
"ENSPFOG00000003100",35.043863063823,-2.08542581735937,0.614397655784881,-3.39426070025492,0.000688141506692852,0.0283240199146646
"ENSPFOG00000003210",13027.567066628,-0.591871000337288,0.162617912569804,-3.63964209713506,0.000273017245901295,0.0167880786479669
"ENSPFOG00000022182",53.5710330422815,2.14543901454704,0.684227951636978,3.1355617808571,0.00171525295772533,0.0476793329015922
"ENSPFOG00000019269",18681.2099866359,-0.947906573043911,0.1891933536018,-5.01025302949593,5.4358516940033e-07,0.000335827090633172
"ENSPFOG00000004304",720.642023842952,-0.368907634767197,0.0994784750827764,-3.70841666461239,0.000208559275162037,0.0138716662970006
"ENSPFOG00000017342",3176.18281632545,0.35937706691482,0.111675400045257,3.21805041010983,0.0012906513232741,0.0405742908999439
"ENSPFOG00000017752",1537.10558558747,0.242444002522251,0.063632395627929,3.81007190016652,0.000138926382638217,0.0111118301179928
"ENSPFOG00000015430",3119.67041619571,0.395106421206589,0.098521646915187,4.01035136518494,6.06284570510487e-05,0.0063744696916056
"ENSPFOG00000023058",926.795439309517,-3.5611471025514,0.832968226602803,-4.27524962995919,1.90923250525543e-05,0.00339189906455494
"ENSPFOG00000000276",1571.64483608242,0.441248444627349,0.114358507766552,3.85846626757409,0.000114100812094821,0.00977655494647749
"ENSPFOG00000000846",410.819793002477,-4.21339531916575,1.20341437764381,-3.50120074800439,0.00046316681220706,0.0221664645125133
"ENSPFOG00000001438",191.636252325467,-1.71753889676028,0.551178156747398,-3.11612293726549,0.00183245860930718,0.0496451937250485
"ENSPFOG00000001586",21.3256926816579,3.91593413123523,1.097255782578,3.56884346695787,0.000358560565535111,0.0196116199348746
"ENSPFOG00000000068",1084.33406962392,-1.79308145273585,0.573854016808189,-3.12462995851991,0.00178028861358724,0.0487403866534682
"ENSPFOG00000000253",2762.09137864639,-3.14092578329195,0.823581735210607,-3.81373900003835,0.000136880025817463,0.0110221011265395
"ENSPFOG00000016706",6065.44614104042,0.510146481835836,0.117111436653184,4.35607739444434,1.32413973659603e-05,0.00266034094406007
"ENSPFOG00000017322",985.979800078758,0.291017623563624,0.0918532616184705,3.16828840300108,0.00153339324534705,0.0443874689509021
"ENSPFOG00000017642",1449.09025683457,-1.35731431680488,0.312468528711272,-4.3438432740824,1.40011419597661e-05,0.00275836089949101
"ENSPFOG00000009902",109.209842196637,-1.78790181978098,0.493006126415614,-3.62653063315838,0.000287254755442219,0.0172966572624139
"ENSPFOG00000010003",525.777644068011,-1.23478048468839,0.376397029509329,-3.28052664575502,0.00103613477122139,0.0357290503120496
"ENSPFOG00000020975",131.325604558766,-0.697753997625174,0.221920355101834,-3.14416402814871,0.00166562049090428,0.0469427375019856
"ENSPFOG00000003876",1626.96486509302,0.37465230125514,0.0984662740030742,3.80487943763814,0.000141873276431868,0.0111584981602925
"ENSPFOG00000004444",6269.53464073991,0.251724113360286,0.0771342046360939,3.26345639457719,0.00110062119789713,0.0371325478153609
"ENSPFOG00000000786",208.985366905197,-2.21307854203295,0.619805321164553,-3.57060268194341,0.000356160798401282,0.0195330133004293
"ENSPFOG00000000997",599.966740539788,-0.332983256050845,0.10492912698453,-3.17341109775875,0.0015065903376679,0.0436739016170814
"ENSPFOG00000003044",2218.89348257935,0.456970874382508,0.138393420039363,3.30196966194299,0.000960084537781162,0.0342390781030849
"ENSPFOG00000009921",3672.67268342826,0.257065254869158,0.0824401338815012,3.11820520862644,0.00181956065303063,0.0495520000777812
"ENSPFOG00000011058",2011.70620253462,0.732387149038393,0.165916204468221,4.41419903128674,1.01384653293323e-05,0.00221214772540657
"ENSPFOG00000009184",910.723951448696,-0.368887321156008,0.103880814543825,-3.55106304061934,0.000383678505002947,0.0201178403708522
"ENSPFOG00000024435",111.707537078044,-1.05784891202179,0.313744667835884,-3.37168730011736,0.000747092197731056,0.0294474673614094
"ENSPFOG00000012498",253.621671506686,-1.12409192236626,0.332256602644544,-3.38320416635586,0.000716453489293435,0.0288940636485842
"ENSPFOG00000010264",1413.23403078652,0.298534172275919,0.0746384129534141,3.99973901457753,6.341237561668e-05,0.00653179657874959
"ENSPFOG00000019568",415.40397637128,-0.476836258755456,0.141367643457541,-3.37302261743276,0.000743478452603529,0.0294474673614094
